Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20
Hebei,China,39.549,116.1306,-25,-20,-14,-12,-6,-2,-12,-14,-10,-8,-14,-12,-18,-17,-15,-15,-13,-9,-15,-18,-13,-11,-10,-10,-10,-9,-7,-6,-5,-9,-9,-18,-9,-16,-18,-11,-9,-7,-8,-7,-5,-4,-2,0,0,-15,-15,-12,-7,-3,-2,-6,-15,-11,-4,-6,-7,-7,-5,0,-9,-9,-14,-20,-12,-2,-2,2,2,-15,-11,-12,-20,-19,-9,-4,-9,-14,-22,-10,-7,-7,-10,-3,5,-4
Heilongjiang,China,47.862,127.7615,-31,-28,-28,-26,-25,-18,-14,-18,-21,-21,-21,-25,-23,-26,-25,-26,-27,-24,-19,-22,-20,-23,-22,-27,-27,-25,-20,-19,-21,-21,-24,-22,-24,-28,-29,-30,-28,-27,-26,-19,-20,-10,-6,-16,-23,-22,-23,-22,-19,-17,-18,-16,-16,-16,-11,-14,-14,-14,-12,-11,-11,-10,-11,-12,-14,-12,-7,-6,-12,-12,-11,-12,-18,-11,-12,-14,-9,-4,-5,-6,-6,-9,-11,-8,-2,-5
Henan,China,33.882,113.614,-13,-4,-2,0,2,0,0,-2,-2,-3,0,-2,-2,-5,-6,-4,-3,-3,-6,-5,-3,-1,0,0,-1,0,-3,-3,-2,-2,-1,0,-1,-2,-1,-2,-1,-1,0,0,2,3,6,8,4,-6,-14,-12,-7,-1,0,-2,-6,3,9,4,4,1,1,2,1,0,0,-3,0,4,4,7,7,-4,1,6,-2,-6,-8,0,0,-1,-8,0,10,1,4,8,16,10
Hong Kong,China,22.3,114.2,14,15,16,16,17,18,19,17,16,17,18,10,14,15,16,17,11,11,13,12,16,18,20,20,18,13,7,6,4,0,4,12,14,16,14,15,15,16,13,11,12,17,19,19,20,21,9,3,5,11,14,15,16,15,17,19,20,18,18,19,20,18,17,17,15,16,20,21,22,17,15,20,21,17,15,17,19,20,20,21,22,21,21,20,21,22
Hubei,China,30.9756,112.2707,-6,-2,0,0,4,1,2,1,0,0,1,1,2,0,-1,-2,-2,0,0,0,3,3,3,4,1,0,0,0,0,-1,0,1,3,1,2,3,0,0,1,2,4,6,9,11,8,-1,-3,-3,-2,1,3,4,5,8,12,11,9,6,3,5,5,3,3,3,4,8,8,11,9,3,5,9,5,2,3,6,6,7,3,7,14,10,11,15,17,17
Hunan,China,27.6104,111.7088,3,4,3,4,7,9,4,3,2,1,1,0,1,2,2,0,0,1,0,2,5,6,5,4,2,1,0,0,1,1,2,4,6,6,6,7,6,2,3,4,5,8,11,14,16,2,0,0,1,4,6,8,8,11,14,15,14,11,9,8,9,7,5,5,7,10,11,13,11,7,8,11,12,6,5,10,12,11,13,13,19,19,16,17,19,19
Inner Mongolia,China,44.0935,113.9448,-25,-24,-21,-21,-17,-16,-21,-22,-24,-22,-24,-25,-25,-24,-24,-25,-22,-16,-18,-19,-14,-16,-21,-22,-19,-18,-16,-15,-16,-17,-18,-22,-22,-25,-30,-30,-25,-22,-18,-14,-11,-11,-11,-13,-18,-21,-20,-16,-15,-15,-12,-14,-16,-11,-10,-11,-15,-10,-16,-12,-13,-11,-17,-18,-14,-11,-11,-8,-14,-17,-12,-18,-17,-9,-6,-7,-8,-10,-16,-10,-8,-10,-11,-8,-10,-26
Jiangsu,China,32.9711,119.455,-3,3,4,1,4,8,5,-2,0,2,0,-1,0,-2,-3,0,-2,-2,0,-1,1,4,3,1,0,2,0,0,-1,-4,-5,-2,-1,0,0,0,-1,1,1,1,2,6,6,8,11,1,-8,-7,-6,-1,2,4,0,1,9,10,3,1,4,4,5,0,2,-1,-2,2,6,5,8,4,3,6,5,2,2,3,7,8,1,6,12,6,3,3,9,15
Jiangxi,China,27.614,115.7221,4,8,8,8,11,14,10,3,4,4,4,2,2,4,5,3,2,3,3,2,6,9,8,8,6,4,3,3,0,0,0,3,6,7,7,7,9,6,5,4,5,9,13,15,16,9,0,-2,-1,2,5,8,9,10,13,15,15,11,14,11,10,8,8,8,7,11,13,17,16,9,7,12,13,9,5,8,12,12,13,14,20,20,18,18,19,19
Jilin,China,43.6661,126.1923,-24,-20,-18,-17,-16,-11,-10,-14,-15,-16,-20,-20,-20,-24,-22,-21,-20,-17,-12,-15,-14,-9,-12,-22,-21,-19,-17,-15,-17,-21,-21,-18,-21,-22,-25,-30,-26,-18,-22,-15,-15,-4,0,-1,-14,-15,-17,-21,-16,-12,-12,-3,-8,-8,-9,-10,-11,-12,-7,-10,-10,-11,-10,-8,-11,-5,-2,0,-3,-7,-9,-12,-19,-9,-11,-11,-3,-3,-2,-4,-7,-10,-9,-8,-2,-4
Liaoning,China,41.2956,122.6085,-19,-20,-15,-14,-13,-5,-11,-12,-14,-15,-17,-18,-20,-20,-19,-19,-18,-15,-13,-15,-12,-6,-10,-20,-18,-17,-15,-12,-14,-17,-18,-16,-16,-18,-23,-28,-24,-13,-16,-10,-7,-1,2,1,-10,-12,-14,-17,-11,-9,-7,-1,-9,-6,-5,-8,-10,-13,-6,-6,-8,-12,-5,-9,-10,-3,1,1,0,-9,-11,-11,-17,-9,-16,-14,-7,-4,-7,-8,-13,-10,-7,-10,-4,0
Macau,China,22.1667,113.55,15,15,16,16,17,18,19,17,16,17,17,9,13,15,16,17,11,11,12,12,15,17,19,19,18,12,7,6,5,2,4,11,14,15,14,15,15,16,13,11,12,15,18,18,19,20,9,4,5,11,13,14,15,15,16,18,19,18,17,19,20,18,17,17,15,16,19,20,21,17,15,20,21,17,15,17,18,19,20,20,21,22,22,20,20,22
Ningxia,China,37.2692,106.1655,-8,-11,-12,-6,-9,-8,-10,-10,-9,-8,-10,-10,-13,-9,-9,-12,-11,-11,-13,-12,-9,-11,-11,-6,-8,-7,-7,-9,-13,-17,-17,-10,-15,-14,-17,-9,-10,-9,-15,-17,-12,-10,-15,-13,-19,-23,-25,-21,-18,-14,-15,-14,-12,-5,-13,-15,-1,-1,-5,-10,-15,-16,-19,-16,-3,-13,-7,-6,-17,-18,-16,-17,-12,-20,-21,-17,-22,-21,-19,-17,-11,-9,0,0,-1,-3
Qinghai,China,35.7452,95.9956,-25,-23,-26,-20,-22,-26,-26,-21,-20,-24,-30,-27,-23,-20,-21,-25,-20,-20,-22,-25,-27,-26,-25,-28,-30,-27,-25,-27,-30,-24,-21,-26,-31,-32,-30,-26,-26,-26,-24,-26,-27,-27,-24,-23,-25,-31,-25,-24,-26,-24,-22,-25,-23,-18,-19,-21,-15,-18,-25,-20,-17,-16,-20,-24,-19,-22,-15,-16,-19,-22,-21,-21,-21,-16,-12,-21,-19,-21,-20,-14,-18,-19,-18,-15,-13,-13
Shaanxi,China,35.1917,108.8701,-9,-6,-4,-4,-1,-4,-5,-7,-3,-5,-7,-5,-10,-11,-6,-4,-7,-7,-12,-10,-7,-5,-5,-6,-2,-3,-4,-8,-10,-9,-9,-3,-10,-10,-6,-3,-3,-4,-6,-11,-11,-7,-3,-3,-15,-21,-21,-15,-12,-11,-5,-11,-10,-4,0,-5,3,1,1,0,-6,0,-7,-4,0,0,-2,2,-7,-13,-9,-9,-9,-16,-14,-1,-14,-18,-13,-5,-2,-1,4,7,9,1
Shandong,China,36.3427,118.1498,-13,-8,-6,-5,-2,0,-2,-9,-10,-7,-7,-8,-6,-12,-11,-9,-7,-5,-7,-9,-5,-2,-2,-7,-9,-7,-8,-8,-5,-9,-7,-6,-4,-10,-4,-14,-9,-3,-3,-2,-2,0,0,4,5,-9,-14,-13,-9,-5,-5,-2,-13,-7,4,4,-3,-10,0,0,0,-8,-7,-14,-10,-2,2,1,2,-4,-5,0,-10,-9,-12,-4,-6,-6,-21,-8,3,-8,-7,-5,3,6
Shanghai,China,31.202,121.4491,-1,5,7,5,6,12,9,0,2,5,4,0,0,0,0,3,1,-2,-1,0,3,7,6,5,5,6,4,0,-2,-3,-7,-5,0,2,0,0,0,2,1,0,0,8,8,9,11,7,-7,-10,-7,0,3,5,1,0,8,11,5,3,7,6,6,2,2,0,-3,2,7,6,10,5,2,7,8,0,-1,0,5,7,1,3,9,11,1,2,10,17
Shanxi,China,37.5777,112.2922,-18,-11,-7,-9,-4,-5,-4,-7,-6,-7,-8,-10,-11,-15,-12,-8,-9,-10,-12,-11,-8,-7,-7,-6,-6,-6,-4,-5,-7,-11,-11,-9,-10,-15,-11,-9,-7,-5,-7,-11,-13,-12,-8,-4,-14,-23,-22,-19,-16,-14,-9,-14,-17,-8,0,0,0,1,1,-1,-15,-8,-20,-16,-6,-5,-11,-2,-5,-20,-16,-12,-12,-17,-14,-15,-18,-20,-21,-15,-13,-11,-8,6,9,3
Sichuan,China,30.6171,102.7103,-11,-10,-4,-3,-4,-5,-14,-6,-6,-4,-11,-18,-11,-4,-5,-5,-4,-6,-8,-6,-5,-6,-3,-4,-6,-9,-7,-7,-7,-5,-6,-5,-5,-6,-8,-4,-4,-5,-4,-5,-3,-6,-9,-11,-4,-4,-8,-6,-5,-5,-3,-2,-1,-1,-3,0,0,2,2,-1,2,0,-1,-1,-1,0,1,1,0,-2,0,2,1,0,0,0,0,0,-1,1,2,5,4,5,4,7
Tianjin,China,39.3054,117.323,-25,-19,-15,-11,-6,-2,-10,-16,-10,-11,-14,-13,-20,-20,-15,-13,-11,-8,-15,-18,-11,-6,-8,-11,-9,-8,-6,-6,-6,-13,-10,-14,-5,-15,-14,-11,-8,-7,-10,-6,-6,-2,1,4,-3,-14,-14,-11,-8,-3,-2,-3,-13,-8,-2,-8,-7,-8,-4,0,-7,-10,-10,-19,-12,0,1,2,2,-9,-9,-4,-14,-16,-9,-5,-7,-12,-22,-9,-5,-7,-5,-2,2,-2
Tibet,China,31.6927,88.0924,-23,-19,-19,-17,-21,-22,-16,-17,-17,-23,-25,-21,-18,-18,-20,-19,-11,-16,-20,-23,-19,-20,-23,-28,-27,-22,-24,-21,-22,-22,-23,-24,-23,-29,-29,-25,-26,-24,-23,-26,-28,-25,-20,-18,-19,-20,-21,-18,-24,-22,-15,-15,-14,-18,-19,-19,-16,-22,-24,-19,-17,-15,-17,-16,-20,-18,-17,-20,-22,-22,-19,-17,-19,-15,-15,-17,-21,-20,-15,-17,-17,-18,-14,-19,-13,-15
Xinjiang,China,41.1129,85.2401,-15,-14,-15,-15,-13,-14,-13,-13,-13,-14,-14,-13,-12,-11,-9,-10,-7,-7,-9,-11,-11,-12,-9,-10,-10,-11,-12,-13,-13,-12,-12,-12,-13,-13,-12,-11,-11,-11,-12,-12,-12,-13,-13,-11,-19,-19,-17,-11,-12,-9,-12,-14,-15,-14,-10,-8,-7,-10,-9,-7,-8,-9,-11,-11,-8,-9,-6,-11,-19,-16,-18,-17,-20,-20,-16,-12,-19,-20,-19,-18,-12,-9,-9,-7,-11,-15
Yunnan,China,24.974,101.487,5,6,7,9,8,7,3,5,4,5,0,-2,1,2,1,0,0,-3,-2,-2,0,-2,-5,-1,2,0,-1,0,0,2,2,2,0,0,-2,-5,-2,0,3,8,8,0,0,0,2,4,5,4,6,6,2,3,8,8,7,5,4,9,8,5,1,0,3,4,3,4,3,2,2,1,0,2,2,1,1,2,4,3,-2,-1,2,1,3,2,1,2
Zhejiang,China,29.1832,120.0934,-1,5,7,7,10,12,11,1,1,5,5,2,0,1,1,3,2,0,0,0,2,6,7,7,5,5,3,0,0,-1,-2,-2,1,4,4,2,2,3,3,1,1,8,12,12,13,10,-2,-5,-5,-1,2,5,4,4,9,13,10,6,10,10,8,5,6,5,2,5,10,11,13,7,4,9,10,5,3,4,8,10,10,9,13,16,9,7,13,17
,Colombia,4.5709,-74.2973,14,14,14,13,12,12,11,12,7,9,6,9,10,10,10,11,10,12,11,12,13,14,13,13,14,14,14,14,14,13,13,11,12,13,11,8,5,4,8,13,14,11,8,9,11,12,13,12,11,10,12,13,14,14,14,14,15,14,14,14,14,14,14,14,14,11,12,13,14,14,14,14,15,14,14,14,14,14,14,14,13,13,12,13,13,14
,Congo (Brazzaville),-4.0383,21.7587,22,22,21,21,21,21,22,21,21,20,20,20,20,19,21,22,22,21,20,20,21,21,20,20,20,20,19,20,21,21,20,21,21,21,22,21,20,20,23,21,22,20,20,22,22,21,21,22,22,22,22,19,22,23,22,21,20,22,21,20,22,21,21,19,19,21,22,22,21,22,22,22,21,21,22,24,22,22,20,20,22,22,20,20,22,22
,Congo (Kinshasa),-4.0383,21.7587,22,22,21,21,21,21,22,21,21,20,20,20,20,19,21,22,22,21,20,20,21,21,20,20,20,20,19,20,21,21,20,21,21,21,22,21,20,20,23,21,22,20,20,22,22,21,21,22,22,22,22,19,22,23,22,21,20,22,21,20,22,21,21,19,19,21,22,22,21,22,22,22,21,21,22,24,22,22,20,20,22,22,20,20,22,22
,Costa Rica,9.7489,-83.7534,15,14,16,18,17,15,16,14,15,15,15,17,17,16,15,15,16,17,17,17,16,16,15,16,17,16,17,17,17,18,18,15,17,16,16,16,17,16,15,16,14,14,16,17,17,16,15,16,15,16,17,17,16,14,9,14,18,18,16,15,16,14,10,16,16,14,14,15,15,14,14,14,16,17,17,16,15,15,15,15,15,14,14,16,16,16
,Cote d'Ivoire,7.54,-5.5471,1,-1,-3,-4,0,2,4,8,11,11,18,16,5,0,3,4,8,13,3,14,21,22,17,5,0,8,16,17,9,3,12,15,7,-3,-4,-2,3,0,-4,8,18,11,-5,-2,-3,-4,-3,14,18,21,22,20,20,20,18,11,4,17,19,16,17,22,22,22,22,21,22,22,23,21,20,20,22,21,22,22,22,22,21,22,23,23,22,21,22,22
,Croatia,45.1,15.2,-3,-7,-5,-3,-5,-9,-13,-5,-4,0,0,-2,-2,0,0,1,0,-2,-3,-3,-5,-5,-4,-2,2,2,1,3,1,-2,4,5,5,6,2,-7,-11,-9,-3,0,4,3,0,-1,2,0,0,2,2,-1,-4,-4,-4,0,2,3,2,-4,-4,-4,2,3,2,0,-3,2,0,-3,-3,0,0,2,5,0,-6,-6,-4,2,1,0,1,-4,-11,-6,-5,-2
,Diamond Princess,0.0,0.0,24,24,24,23,22,23,24,23,24,25,25,24,24,25,24,25,26,25,25,24,24,25,25,25,25,24,25,25,25,25,25,24,24,25,24,24,24,25,25,25,24,24,25,24,24,26,25,25,24,25,25,25,26,26,25,25,25,26,26,26,26,26,26,26,25,25,25,25,26,25,25,25,26,26,25,25,25,25,25,25,25,25,26,24,24,24
,Cuba,22.0,-80.0,19,19,18,18,18,17,14,15,15,18,19,18,19,19,17,16,18,16,17,18,18,16,6,11,14,15,15,16,18,18,19,19,19,14,12,14,18,19,20,19,18,18,19,19,18,18,16,17,17,18,19,19,18,17,16,15,18,20,18,14,9,10,12,16,18,19,18,15,11,13,15,15,16,17,18,16,16,16,16,16,16,17,16,16,16,16
,Cyprus,35.1264,33.4299,7,8,8,7,7,9,8,8,6,4,4,6,7,9,8,7,9,6,6,4,0,0,3,-2,-1,3,7,8,8,8,2,3,4,5,8,10,10,5,0,-4,-2,2,9,10,6,6,6,3,7,9,7,8,7,7,9,7,7,9,11,7,5,7,8,9,9,9,8,9,10,8,6,10,13,13,12,11,6,1,1,1,3,4,6,7,9,10
,Czechia,49.8175,15.473,-2,-7,-3,0,-3,-5,-4,-1,1,1,0,-3,-1,-3,-4,-1,-2,0,0,-2,-6,-6,-3,-5,-5,-3,-1,0,-2,0,5,6,5,5,1,-2,-3,0,-2,-1,1,-1,-2,-1,1,0,1,4,1,0,0,0,-1,4,0,4,0,-2,-1,-2,1,1,2,0,-1,2,0,-1,0,1,6,6,0,-2,-7,-3,2,4,5,5,0,-7,-10,-9,-8,-3
Faroe Islands,Denmark,61.8926,-6.9118,4,0,-4,-1,4,3,2,-2,-1,1,0,-1,1,0,2,1,2,-1,4,4,0,4,0,-1,4,0,-1,-1,-1,0,0,-3,-3,0,-1,3,5,2,0,-1,-2,-1,-5,-5,0,0,0,0,0,0,-1,0,-2,-3,-2,-1,-2,-2,-3,0,0,-2,-1,-1,-1,-1,0,0,-1,1,-1,-2,-3,-1,-4,0,-2,-1,-2,-4,0,0,2,0,0,0
Greenland,Denmark,71.7069,-42.6043,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-42,-38,-39,-41,-37,-40,-44,-36,-37,-42,-47,-35,-26,-37,-29,-37,-39,-43,-40,-45,-45,-39,-40,-34,-37,-42,-43,-49,-57,-54,-52,-59,-53,-54,-59,-53,-41,-28,-33,-41,-43,-39,-35,-46,-37,-39,-45,-46,-47,-52,-56,-48,-44,-48,-37,-32,-45,-47,-45,-49,-38
,Denmark,56.2639,9.5018,1,2,3,0,1,4,3,5,3,2,2,5,2,4,5,3,4,3,0,3,4,1,4,4,3,2,4,3,1,4,5,6,1,2,0,0,3,2,1,3,2,1,1,0,0,4,6,2,2,2,2,2,3,1,0,1,0,-2,0,2,1,2,2,0,0,0,0,4,4,4,3,2,0,-2,3,3,3,4,1,-2,-5,-4,-5,-5,-5,-4
,Djibouti,11.8251,42.5903,17,16,16,16,16,17,18,16,17,17,17,14,15,15,16,13,12,13,14,14,14,16,17,17,16,16,16,16,14,15,14,15,16,16,15,16,14,13,12,12,15,17,16,16,13,12,12,15,15,15,15,17,17,15,13,14,16,16,7,6,8,15,17,11,11,10,14,15,16,12,13,12,16,17,17,19,19,19,18,17,18,19,19,19,19,17
,Dominican Republic,18.7357,-70.1627,19,19,19,18,19,18,17,18,18,18,18,17,18,18,17,18,17,16,17,18,19,18,17,18,17,17,18,17,17,18,17,17,18,18,18,18,18,18,17,18,17,18,18,18,18,17,18,18,19,18,18,18,17,18,18,17,17,19,19,18,17,18,18,19,19,18,17,17,17,16,17,17,18,18,18,17,16,17,17,18,17,17,16,18,17,18
,Ecuador,-1.8312,-78.1834,18,19,18,17,17,17,17,17,15,14,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,17,17,17,18,18,17,18,18,17,16,15,17,18,18,16,16,18,18,18,18,17,18,17,18,18,19,18,18,18,19,18,18,18,18,18,18,18,18,18,17,18,18,18,18,18,17,18,18,19,18,18,18,18,17,16,16,17,17,17
,Egypt,26.0,30.0,0,-1,1,-1,0,0,0,-1,0,2,3,0,2,-2,1,1,6,2,2,1,2,1,1,1,-2,-4,-6,-5,0,0,0,2,0,0,3,1,-2,0,-2,0,0,0,0,0,0,0,3,5,5,2,0,0,0,-1,2,2,0,-2,-6,0,0,-1,-4,-11,-16,-1,2,-3,-7,0,3,6,4,2,8,3,2,-1,-2,-1,-3,-5,-8,0,0,-8
,El Salvador,13.7942,-88.8965,19,17,18,18,18,14,15,15,15,15,15,16,15,15,15,14,15,16,17,16,15,14,13,16,17,16,17,18,18,17,18,18,18,16,15,17,17,18,18,18,14,14,16,14,15,13,15,13,14,14,15,16,14,13,14,16,17,17,16,13,12,14,16,17,16,16,15,14,14,15,16,14,13,17,19,15,15,16,16,15,16,17,16,14,16,17
,Equatorial Guinea,1.5,10.0,23,23,23,22,23,23,23,23,23,22,22,22,23,24,24,23,23,22,22,23,23,23,22,22,21,21,23,23,23,23,24,23,23,23,22,23,23,23,24,23,23,23,23,23,22,23,23,24,23,23,24,23,23,24,24,23,23,22,23,24,23,23,24,24,24,24,23,23,22,24,24,23,24,24,24,24,24,24,23,22,21,23,23,23,22,22
,Eritrea,15.1794,39.7823,24,25,24,24,24,23,24,25,24,23,21,18,19,19,20,22,19,21,22,22,21,20,19,19,19,18,18,20,23,23,23,24,23,23,24,24,24,24,23,24,21,19,18,21,22,19,19,21,24,24,23,21,21,23,23,24,20,21,22,23,24,21,23,24,23,20,20,23,23,24,22,18,16,23,20,20,22,24,23,21,22,22,22,21,13,14
,Estonia,58.5953,25.0136,-1,1,1,0,-5,0,2,2,0,0,-4,2,0,0,3,3,0,0,1,0,1,-2,-2,2,-1,1,2,0,0,0,0,1,2,-1,-7,-5,-7,-8,0,0,1,1,0,0,-1,-1,0,3,2,1,0,0,1,1,-2,-2,-1,-4,-5,-5,0,0,0,0,1,0,0,-1,0,0,2,2,0,-7,-5,0,-2,3,0,-1,-8,-9,-7,-3,-2,-2
,Eswatini,-26.5225,31.4659,20,21,21,20,20,21,18,17,22,21,19,20,20,20,18,20,20,22,20,16,16,18,20,19,20,18,16,17,18,20,17,18,19,16,17,20,21,21,22,22,20,19,17,18,19,19,19,19,20,21,22,23,22,18,14,15,16,18,19,16,15,17,17,16,15,16,17,16,17,17,19,19,20,20,21,20,15,17,18,18,20,19,18,18,19,16
,Ethiopia,9.145,40.4897,14,15,12,12,12,15,15,12,12,12,14,16,16,14,12,9,1,2,5,8,9,11,13,16,17,17,16,16,14,14,13,14,14,15,14,11,13,12,9,6,9,14,16,15,11,11,10,12,15,15,10,14,15,14,9,7,12,15,3,3,4,5,7,9,8,9,10,11,11,14,15,14,11,16,16,19,19,17,16,17,18,17,18,18,19,14
,Fiji,-17.7134,178.065,22,19,20,20,21,22,24,24,24,23,22,23,24,24,24,24,24,24,24,22,21,19,20,22,22,22,23,22,23,24,23,24,25,22,23,23,24,25,24,24,25,25,25,25,24,23,22,21,23,20,19,21,22,23,21,21,24,24,24,24,23,24,22,21,23,23,23,23,24,24,24,23,24,24,24,25,24,24,23,23,22,23,23,23,24,24
,Finland,64.0,26.0,-2,0,0,-4,-9,-3,0,0,-3,-4,-4,0,-3,-2,0,-1,-1,0,-2,-1,-1,-6,-5,-3,-6,-10,-14,-10,-7,-7,-9,-8,-4,-8,-13,-9,-12,-10,-3,-1,1,0,-1,0,-5,-3,0,0,0,-3,-11,-1,0,-1,-4,-7,-11,-12,-14,-14,-8,-10,-10,-9,-2,-5,-4,-4,0,0,0,0,-6,-13,-6,-4,-5,-2,-3,-11,-10,-12,-5,-3,-1,-2
French Guiana,France,3.9339,-53.1258,20,19,19,20,22,21,21,22,22,21,20,19,20,22,22,23,23,23,22,21,22,20,18,18,20,23,23,22,22,22,23,22,20,19,21,20,20,19,20,20,20,22,23,21,21,20,22,22,21,21,20,20,20,23,23,23,21,18,18,19,19,21,21,22,21,20,19,21,19,19,19,18,18,20,19,19,20,19,23,21,20,21,21,21,23,23
French Polynesia,France,-17.6797,149.4068,23,24,25,24,24,24,24,24,24,25,25,23,24,25,24,23,24,25,25,26,25,24,25,25,25,25,25,25,25,25,24,24,25,25,25,25,24,24,24,24,24,25,27,27,27,28,27,26,26,25,24,25,26,25,26,25,24,25,26,25,25,25,24,23,23,24,25,24,25,25,25,26,26,24,22,23,23,23,22,23,24,23,24,23,24,25
Guadeloupe,France,16.25,-61.5833,22,22,22,22,23,22,21,21,22,22,21,21,21,21,21,21,21,22,22,21,20,22,22,22,22,22,22,21,21,21,22,21,22,22,21,21,22,21,21,21,22,21,21,21,21,22,22,22,22,21,21,20,20,21,20,22,22,22,20,21,21,21,20,21,21,20,21,21,20,19,21,21,21,21,21,21,19,20,21,21,21,21,22,22,22,21
Mayotte,France,-12.8275,45.1662,23,23,23,23,22,22,23,23,22,22,22,22,22,23,22,22,23,24,23,24,24,24,23,23,23,22,22,23,23,23,23,22,22,23,22,22,22,22,22,22,21,22,22,22,22,23,23,23,23,23,23,23,23,23,24,24,23,23,24,24,23,23,23,22,23,23,23,23,23,23,23,23,23,24,24,23,22,21,21,20,22,22,22,22,22,22
New Caledonia,France,-20.9043,165.618,21,20,20,21,21,22,22,21,22,24,24,23,23,24,24,23,23,23,22,21,20,20,22,22,23,24,23,23,22,21,23,24,24,25,24,23,25,24,25,25,25,26,26,26,25,25,23,24,24,23,22,23,23,23,22,23,24,24,24,25,26,25,24,23,24,25,24,24,24,24,24,24,24,25,26,24,23,22,22,21,21,22,22,21,22,22
Reunion,France,-21.1351,55.2471,26,25,25,24,25,25,26,25,24,22,24,25,25,25,26,26,26,26,26,26,26,26,27,26,26,24,22,21,21,23,24,25,25,26,25,25,25,24,24,24,24,26,26,25,25,26,25,24,24,24,24,23,24,23,23,25,26,26,26,26,26,26,27,27,27,28,26,26,26,26,26,27,26,26,25,25,25,24,22,20,22,24,25,26,25,25
Saint Barthelemy,France,17.9,-62.8333,23,22,22,21,21,20,21,21,22,22,21,21,21,20,21,21,21,20,20,21,21,21,20,22,22,21,21,21,21,21,21,21,21,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,19,21,21,20,21,21,20,20,20,21,20,21,21,19,19,20,20,21,21,20,19,20,20,21,21,20,20,21,21,21,19
St Martin,France,18.0708,-63.0501,21,21,21,20,20,19,19,20,20,21,20,20,20,19,20,19,19,19,19,20,20,19,19,21,20,20,20,20,20,20,20,20,20,19,19,20,20,20,20,19,20,20,20,20,19,20,20,20,20,19,19,19,19,19,19,18,20,19,19,20,20,19,18,19,19,19,19,19,18,18,19,19,20,20,19,18,19,20,20,19,19,19,20,19,19,18
Martinique,France,14.6415,-61.0242,22,22,22,22,22,23,22,22,22,22,22,22,22,21,22,22,21,22,22,21,21,22,23,22,22,22,21,21,21,23,22,22,22,22,22,21,21,22,21,22,22,21,22,22,21,22,22,22,22,22,22,20,20,20,22,23,22,22,21,21,21,21,20,22,21,20,21,21,20,20,21,21,22,22,22,21,21,21,21,22,21,22,22,21,22,21
,France,46.2276,2.2137,0,2,3,1,-1,-1,4,6,4,3,-1,-2,1,-1,3,3,3,0,-2,-5,-6,-5,-3,1,1,2,3,3,3,6,9,7,10,8,2,0,-5,0,1,4,6,3,0,3,3,0,3,4,1,3,2,0,0,1,3,3,0,3,1,4,3,3,1,2,6,2,1,3,2,5,7,6,0,0,1,5,6,5,6,5,6,5,4,-4,-4,-6
,Gabon,-0.8037,11.6094,21,22,22,22,22,22,22,22,22,20,20,21,21,22,23,23,22,22,21,22,23,22,22,22,21,21,21,22,23,22,22,22,22,21,21,21,22,22,22,22,22,22,21,21,21,21,23,22,22,22,21,23,23,23,23,22,23,22,23,23,22,22,22,23,22,23,21,21,22,23,23,22,22,23,23,23,22,23,23,22,21,21,23,22,22,22
,Gambia,13.4432,-15.3101,-11,-10,-9,-11,-11,-9,-8,-8,-9,-10,-7,-8,-9,-4,-9,-15,-17,-10,-7,-3,-1,0,3,7,1,-5,-9,-6,-1,-11,-10,-11,9,11,-3,-17,-16,-14,-16,-12,-10,-9,1,0,-10,-7,-8,-6,-12,-5,-5,-6,2,9,1,-2,-9,-8,-10,-14,-18,-17,-15,-13,-13,-7,-1,7,3,2,1,-10,-9,-8,-1,-1,2,6,6,2,0,0,5,7,0,1
