Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20
Hunan,China,27.6104,111.7088,10,7,8,10,16,16,11,9,5,3,7,9,8,6,5,4,6,5,11,8,9,9,7,7,4,6,6,10,12,14,15,10,9,10,14,13,8,7,8,13,11,13,18,20,21,5,9,12,14,14,17,11,14,20,24,23,18,15,14,10,16,9,7,9,11,13,13,16,13,17,14,14,16,18,19,16,15,21,24,25,30,22,22,22,26,26
Inner Mongolia,China,44.0935,113.9448,-11,-11,-9,-9,-3,-8,-9,-9,-11,-11,-12,-13,-12,-9,-11,-9,-10,-6,-6,-4,-4,-4,-8,-5,-4,-3,-3,-4,-6,-3,-8,-10,-12,-11,-16,-12,-9,-7,-3,0,4,6,6,-4,-10,-8,-6,0,-1,-2,0,-4,-2,3,0,-2,-2,4,0,-3,-1,0,-5,-2,8,3,8,1,-1,0,4,-2,2,5,7,9,13,3,9,9,9,14,18,18,11,1
Jiangsu,China,32.9711,119.455,8,8,10,10,8,10,9,6,6,6,8,7,6,5,6,3,6,6,9,9,10,10,11,9,8,6,7,7,9,7,9,12,12,10,13,7,7,8,10,13,15,10,15,18,16,6,5,7,11,12,16,14,15,17,20,17,14,13,9,11,11,12,13,13,13,15,18,18,10,14,16,18,11,15,19,17,22,23,19,23,26,19,21,22,23,19
Jiangxi,China,27.614,115.7221,15,16,13,13,22,25,18,13,10,9,8,10,13,12,7,6,8,7,12,13,15,16,10,10,7,6,8,10,12,13,14,17,12,12,15,17,10,12,12,15,15,14,21,21,23,15,10,12,15,17,20,18,19,24,26,27,24,21,25,18,18,17,10,12,15,15,15,23,17,17,17,14,17,19,22,19,14,21,24,26,29,28,22,22,28,27
Jilin,China,43.6661,126.1923,-12,-9,-8,-9,-4,-2,-6,-8,-8,-6,-13,-12,-11,-12,-9,-10,-8,-5,-7,-8,-4,-3,-5,-10,-6,-6,-2,-5,-8,-10,-8,-10,-11,-13,-17,-19,-12,-9,-11,-5,-3,4,4,2,-9,-8,-11,-13,-5,-3,0,0,-6,0,-2,-3,-3,0,0,-3,-3,-4,-2,-4,-2,1,1,3,0,0,0,0,-1,2,-4,2,4,11,3,7,5,5,7,10,14,7
Liaoning,China,41.2956,122.6085,-7,-6,-2,-2,-1,1,-5,-4,-3,-1,-6,-7,-5,-7,-4,-4,-6,-1,-1,0,3,0,1,-3,-1,-2,-1,0,-5,-5,-1,0,-5,-2,-7,-10,-4,0,-1,5,8,13,12,13,-3,-4,-5,-5,2,2,6,2,3,7,6,4,4,6,7,3,4,5,5,1,6,11,7,10,3,6,10,8,7,11,2,7,15,17,12,15,13,16,15,20,20,8
Macau,China,22.1667,113.55,19,20,21,21,21,22,24,24,20,21,23,18,19,21,20,22,18,19,16,19,20,21,23,23,21,15,14,15,16,18,17,18,18,20,17,18,18,19,18,17,17,18,21,19,21,21,14,16,17,18,20,21,22,21,20,23,24,21,22,23,24,21,21,21,19,19,22,22,24,23,19,22,23,23,22,21,22,21,22,22,23,25,26,24,24,24
Ningxia,China,37.2692,106.1655,6,2,5,6,0,-2,1,1,-1,-2,1,-2,-1,3,-3,0,1,-1,0,4,3,3,1,2,4,3,3,3,5,7,6,3,3,9,8,7,10,7,6,11,14,14,17,8,-3,-3,1,8,7,13,4,7,14,19,13,17,15,11,18,11,10,10,12,16,16,12,19,7,5,11,14,10,8,12,16,15,17,16,20,20,20,21,18,18,16,10
Qinghai,China,35.7452,95.9956,-7,-7,-7,-7,-10,-13,-8,-5,-6,-14,-13,-10,-4,-1,-6,-5,-4,-10,-7,-10,-10,-9,-11,-11,-12,-10,-11,-11,-9,-8,-8,-12,-13,-11,-8,-9,-9,-9,-11,-9,-8,-6,-4,-3,-6,-9,-6,-6,-8,-3,-9,-4,-4,-1,-2,0,-3,-5,-2,-1,-5,-6,-7,-5,-4,-2,0,-6,-8,-5,-3,-3,0,1,-4,-5,-4,-4,-2,-4,-1,0,1,0,2,3
Shaanxi,China,35.1917,108.8701,5,7,7,5,2,3,3,2,1,1,5,4,2,0,0,3,6,2,4,4,7,7,6,3,2,1,2,6,8,9,9,5,7,8,10,7,5,8,10,12,13,15,16,17,3,1,5,8,11,13,5,11,12,16,17,18,11,3,13,16,11,9,10,14,11,16,16,13,11,13,16,15,12,15,16,16,20,20,21,22,20,20,20,22,23,13
Shandong,China,36.3427,118.1498,2,5,6,8,2,3,0,0,2,3,0,0,-1,-2,0,0,0,2,2,2,4,6,7,2,4,1,2,2,-1,0,6,5,4,2,3,-1,0,4,5,9,12,10,12,15,10,-3,-3,0,7,9,11,9,6,13,8,6,6,7,7,9,3,7,6,4,8,11,12,13,8,8,13,17,8,11,15,15,18,21,13,21,24,18,22,21,17,11
Shanghai,China,31.202,121.4491,11,12,10,9,13,20,19,8,7,9,7,8,10,8,8,7,7,8,9,12,13,9,10,9,7,9,7,9,9,9,10,12,13,12,12,11,7,8,10,13,16,11,17,16,17,14,6,9,10,12,16,19,18,16,21,25,12,13,14,12,11,12,13,12,11,13,17,16,13,13,17,17,13,16,21,17,22,24,19,20,27,19,19,21,22,24
Shanxi,China,37.5777,112.2922,3,5,7,7,0,4,1,2,3,2,0,1,1,0,0,2,2,4,5,2,4,5,6,5,5,4,5,7,6,7,9,6,5,6,8,5,6,9,10,12,13,14,16,18,6,1,5,10,10,13,10,9,11,19,8,18,14,6,15,18,11,14,10,11,15,18,17,13,14,12,19,16,11,15,19,21,23,21,21,25,24,23,25,24,24,7
Sichuan,China,30.6171,102.7103,9,10,7,5,6,2,7,4,6,2,5,9,8,3,7,4,1,0,0,2,6,6,2,0,0,0,0,0,3,0,0,3,0,1,5,1,1,1,1,2,5,7,9,13,8,0,1,1,2,7,4,7,9,9,12,11,10,8,8,12,4,5,1,4,7,10,11,13,2,4,7,10,6,7,9,5,7,9,11,13,13,7,13,13,17,15
Tianjin,China,39.3054,117.323,0,2,5,7,4,4,3,5,4,5,1,3,0,1,2,2,3,4,6,5,6,8,9,4,6,5,6,7,8,7,9,6,3,4,1,-1,0,5,7,11,14,16,18,17,1,0,1,7,10,9,8,11,10,17,12,10,10,8,11,8,11,11,9,7,12,16,16,13,9,11,19,14,12,16,16,18,23,28,18,26,17,22,20,23,21,13
Tibet,China,31.6927,88.0924,-6,-7,-5,-8,-11,-5,-2,-4,-5,-9,-7,-2,3,0,-1,0,-2,-4,-9,-9,-7,-7,-10,-13,-9,-7,-7,-6,-4,-7,-8,-6,-11,-9,-9,-10,-8,-7,-10,-11,-7,-4,0,2,1,-1,1,-1,-2,0,-3,-2,-2,-3,-4,-2,-3,-6,-3,-3,-1,-3,-4,-2,-2,-1,0,-1,0,0,0,2,2,3,-2,-3,0,0,-1,0,-1,0,0,3,2,4
Xinjiang,China,41.1129,85.2401,2,0,0,0,0,0,-1,0,0,1,0,-1,0,0,2,2,0,1,1,0,2,2,1,1,1,1,2,3,3,2,3,3,3,4,4,5,5,6,7,7,9,9,9,7,6,5,5,6,5,6,8,10,11,12,13,13,15,16,16,12,12,13,15,16,16,15,13,8,9,11,13,12,12,14,15,17,18,20,21,21,22,21,22,21,15,14
Yunnan,China,24.974,101.487,19,19,20,13,12,15,16,19,20,18,17,19,19,20,21,22,20,21,20,20,20,20,20,16,13,14,16,15,15,16,17,18,17,18,19,19,19,20,19,18,16,19,19,20,20,18,16,19,17,19,21,22,23,21,21,21,22,19,19,22,23,23,21,20,20,20,22,22,23,23,24,25,27,28,27,27,24,25,24,25,24,25,23,24,25,26
Zhejiang,China,29.1832,120.0934,11,13,12,10,17,21,21,10,9,7,7,8,10,8,4,6,6,7,8,10,13,17,11,8,6,6,6,7,8,8,10,12,14,10,7,12,6,7,9,11,15,16,19,16,20,15,6,9,11,15,17,18,16,20,24,24,13,15,21,19,10,12,10,7,13,15,17,15,17,14,16,13,16,14,18,20,17,21,22,23,26,23,17,22,26,27
,Colombia,4.5709,-74.2973,16,17,19,19,20,20,19,20,20,21,21,21,21,22,21,21,21,21,22,22,20,17,18,18,18,18,17,18,18,18,19,20,21,20,22,21,22,22,22,18,19,21,22,22,21,19,21,21,22,23,21,19,18,17,17,17,18,16,18,19,19,19,19,19,20,22,20,20,18,20,18,19,18,18,16,17,18,20,19,18,19,18,19,18,18,18
,Congo (Brazzaville),-4.0383,21.7587,31,29,29,31,27,33,30,29,27,26,30,31,33,35,35,35,32,26,32,34,34,33,35,34,33,33,33,31,32,32,33,32,29,33,25,28,34,35,31,35,27,34,36,28,29,34,33,33,32,31,34,37,34,31,26,34,36,28,36,37,33,34,31,37,37,34,36,34,31,33,34,31,30,35,36,30,25,31,34,33,29,24,35,36,30,30
,Congo (Kinshasa),-4.0383,21.7587,31,29,29,31,28,33,30,29,27,28,30,31,34,35,35,35,32,26,32,34,34,33,35,34,33,33,33,31,32,32,33,32,29,33,25,28,34,35,31,35,27,34,36,28,29,34,33,33,32,31,34,37,34,31,26,34,36,28,36,37,33,34,31,37,37,34,36,34,31,33,34,31,30,35,36,30,25,31,34,33,29,24,35,36,30,30
,Costa Rica,9.7489,-83.7534,22,23,22,23,23,23,23,21,20,21,20,21,21,19,19,21,23,21,20,20,20,20,20,21,21,21,21,22,23,21,23,23,23,20,20,23,22,24,25,21,20,23,21,21,22,20,21,19,18,20,21,21,20,22,24,25,24,25,26,21,21,25,25,23,25,25,22,22,21,22,23,24,24,24,22,22,22,23,23,23,23,23,24,23,22,24
,Cote d'Ivoire,7.54,-5.5471,35,34,33,33,34,34,35,35,36,36,33,35,37,35,36,38,37,35,36,34,33,33,35,36,36,34,34,35,37,37,35,35,37,37,36,37,36,36,38,36,35,37,37,37,37,37,38,35,37,37,36,37,37,38,38,37,38,36,37,37,38,37,37,36,35,35,34,35,33,34,36,37,35,37,34,36,35,36,36,35,35,35,30,32,29,33
,Croatia,45.1,15.2,3,7,8,6,0,0,4,3,7,7,4,2,5,5,6,6,4,1,0,-1,2,7,2,8,6,6,6,6,6,6,8,9,9,10,9,1,3,4,7,6,7,9,7,9,8,7,10,9,5,6,7,9,8,9,8,8,5,4,6,7,7,10,9,3,8,6,5,6,7,9,14,12,11,6,6,12,15,13,16,14,14,1,0,-3,-2,0
,Diamond Princess,0.0,0.0,30,29,29,29,29,29,28,29,29,30,29,29,29,30,29,29,29,29,28,29,29,29,29,29,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,29,29,30,30,30,30,30,29,30,30,29,30,30,29,30,30,30,30,30,30,30,30,30,30,29,28,30,30,30,30,30,30,30,29,30,30,30,29,30,30,30,29,30,30,30
,Cuba,22.0,-80.0,25,25,27,26,26,21,21,23,22,24,25,27,26,26,27,25,25,24,24,25,25,20,16,22,23,24,24,23,25,25,26,26,25,23,24,26,27,24,26,27,26,28,28,28,28,28,27,27,28,29,29,28,26,22,20,26,26,23,25,21,21,23,26,28,28,29,28,23,21,23,24,26,25,26,28,28,28,28,29,29,29,29,28,28,29,28
,Cyprus,35.1264,33.4299,16,13,14,15,16,16,13,13,15,15,16,16,18,17,16,15,11,14,13,13,14,15,17,11,15,16,16,16,17,18,14,18,17,17,19,18,19,15,12,8,11,10,12,14,13,15,15,17,17,16,18,16,16,16,17,19,20,19,20,17,19,19,19,22,22,18,21,22,23,19,20,21,16,20,22,19,12,15,12,15,17,19,18,21,22,22
,Czechia,49.8175,15.473,2,4,4,3,1,2,2,4,5,7,4,4,4,3,2,5,3,2,1,1,0,0,2,0,2,2,5,6,4,7,11,13,9,9,4,1,2,4,4,8,9,6,5,6,7,9,10,12,7,6,6,5,12,12,8,9,5,6,4,4,10,11,6,7,9,8,4,9,8,8,10,15,8,7,9,13,11,16,16,17,3,2,3,5,6,10
Faroe Islands,Denmark,61.8926,-6.9118,7,5,1,5,6,7,8,3,3,6,4,3,5,4,5,4,4,4,7,8,5,7,4,3,6,5,3,3,3,3,2,1,1,3,4,6,7,6,4,2,2,2,1,0,5,4,4,4,4,3,3,4,3,2,3,3,2,2,2,3,2,1,3,3,3,3,4,4,2,4,2,2,3,3,0,4,3,4,2,3,4,5,5,4,4,5
Greenland,Denmark,71.7069,-42.6043,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-35,-29,-31,-34,-30,-31,-36,-29,-31,-34,-37,-26,-16,-31,-21,-30,-31,-36,-31,-34,-36,-30,-27,-27,-29,-33,-33,-38,-44,-41,-39,-44,-38,-41,-44,-37,-32,-22,-25,-30,-32,-30,-25,-35,-27,-30,-34,-34,-34,-37,-40,-34,-30,-33,-25,-21,-32,-32,-32,-32,-27
,Denmark,56.2639,9.5018,5,5,8,5,6,7,7,9,9,6,7,8,6,8,9,7,7,7,6,7,8,7,7,7,7,6,7,6,7,8,7,8,6,6,4,6,8,6,6,10,7,6,6,5,6,8,11,6,6,6,7,7,8,5,5,5,2,5,6,8,6,8,5,7,6,4,6,7,9,8,8,7,7,6,8,10,7,8,10,8,8,5,8,9,11,12
,Djibouti,11.8251,42.5903,26,25,25,24,26,27,26,25,25,27,22,23,23,23,22,22,21,24,24,25,25,24,22,23,24,23,23,21,22,21,22,23,24,21,22,23,24,24,25,26,26,24,21,21,22,23,24,24,25,26,27,26,26,25,25,27,25,26,28,28,28,27,26,28,29,28,28,27,25,26,25,24,24,26,27,25,27,26,27,28,26,28,26,27,26,28
,Dominican Republic,18.7357,-70.1627,25,25,23,24,25,25,25,24,25,24,22,24,22,22,21,22,23,23,22,22,24,24,25,23,22,23,22,24,25,24,25,26,25,26,22,23,25,24,25,26,25,25,22,22,23,25,24,24,22,22,22,24,25,24,23,22,24,24,25,25,26,24,21,22,24,25,25,26,20,19,20,24,23,25,23,23,23,23,23,22,21,22,24,22,24,26
,Ecuador,-1.8312,-78.1834,21,23,22,22,25,25,25,25,26,25,19,22,21,23,22,23,21,21,20,19,23,25,25,24,21,22,21,26,25,24,23,23,24,22,22,22,26,25,23,24,22,22,24,23,24,24,21,21,22,22,23,24,25,22,22,21,22,23,21,21,22,23,20,22,21,22,20,23,24,22,21,22,22,23,23,24,21,22,23,22,24,23,21,23,23,24
,Egypt,26.0,30.0,17,15,14,13,13,17,15,13,13,14,16,19,20,21,25,18,15,16,15,16,15,14,16,16,17,19,21,22,19,19,18,19,20,19,20,22,24,18,17,16,15,17,22,25,26,25,20,19,19,18,20,21,20,19,12,19,23,26,28,23,22,24,27,30,31,23,24,28,32,27,28,19,20,24,26,27,25,23,24,23,21,26,33,30,28,34
,El Salvador,13.7942,-88.8965,30,30,29,29,31,28,30,30,29,31,32,32,32,32,33,32,32,33,33,32,30,29,29,29,31,31,31,29,30,31,32,33,33,32,32,33,32,31,33,32,33,33,33,33,33,33,34,34,34,36,36,35,33,33,34,32,31,33,30,31,31,34,34,33,33,36,34,31,32,34,33,35,35,34,33,34,34,34,34,34,33,34,34,35,34,34
,Equatorial Guinea,1.5,10.0,29,29,30,30,30,29,31,29,28,29,29,30,31,30,28,30,26,30,29,30,30,32,32,31,31,32,30,29,29,29,28,30,28,27,29,29,29,29,29,29,30,30,27,30,30,31,30,27,28,31,30,29,28,29,30,30,26,31,30,29,31,31,31,30,31,28,26,31,32,31,29,31,30,30,29,29,30,28,29,26,31,31,29,29,27,30
,Eritrea,15.1794,39.7823,31,32,31,30,27,25,27,28,26,24,23,25,26,27,30,32,32,31,29,28,26,25,24,24,25,25,25,29,28,28,28,26,25,26,30,28,28,29,29,25,25,25,26,30,32,34,35,30,30,30,25,26,29,28,32,29,26,28,31,30,28,29,26,26,30,31,31,27,28,30,33,38,36,28,28,29,30,29,28,28,29,29,28,30,33,37
,Estonia,58.5953,25.0136,3,5,5,3,0,2,4,6,4,3,1,6,3,3,7,6,5,4,5,4,6,3,2,4,3,4,5,2,3,2,2,4,5,2,0,1,0,0,2,3,5,4,5,4,3,2,5,6,5,4,3,3,4,4,3,2,1,-1,0,2,2,4,2,4,3,5,4,5,6,4,4,6,4,0,3,3,5,6,7,7,2,3,3,4,8,9
,Eswatini,-26.5225,31.4659,31,33,35,36,36,34,34,34,35,24,28,33,30,28,31,31,33,32,24,22,28,29,28,28,30,37,27,30,34,32,34,34,33,33,35,36,35,30,30,26,22,21,27,31,34,34,32,35,31,31,32,27,32,23,26,28,31,33,22,23,24,25,28,29,30,28,28,30,30,32,32,30,32,33,31,26,24,29,31,31,31,31,31,31,32,34
,Ethiopia,9.145,40.4897,28,28,29,28,29,26,27,28,29,29,28,22,22,25,25,27,27,27,27,26,27,26,27,24,26,22,22,26,26,27,28,27,27,27,28,29,28,28,30,30,29,30,18,24,26,27,31,31,30,30,30,29,29,29,31,33,30,28,31,32,32,31,32,33,31,33,33,31,31,31,28,30,33,28,30,28,28,30,31,29,29,30,27,29,26,29
,Fiji,-17.7134,178.065,28,29,30,30,30,31,30,31,31,31,30,27,27,29,29,27,25,29,29,30,30,31,29,31,31,32,29,32,31,30,31,32,28,32,31,29,30,29,29,29,31,32,31,30,27,30,31,30,27,31,32,32,31,29,33,33,31,30,33,33,32,28,32,33,29,30,30,29,28,27,28,27,27,31,31,28,29,26,26,26,25,27,29,30,29,28
,Finland,64.0,26.0,3,4,3,0,-4,0,3,3,1,-1,0,2,0,1,2,1,1,2,0,3,4,-1,0,0,-2,-3,-8,-5,-2,-3,-5,-3,0,-2,-7,-2,-4,-2,1,2,3,2,2,2,-1,1,3,3,3,0,-4,2,4,2,0,0,-3,-2,-3,-4,-3,-4,-3,-1,2,-1,3,3,4,4,3,2,0,-3,2,1,1,5,4,0,0,1,4,6,9,6
French Guiana,France,3.9339,-53.1258,28,29,29,29,29,29,30,27,30,28,29,31,29,26,25,27,28,28,29,31,29,29,31,31,32,28,27,26,27,29,30,27,30,29,30,31,29,29,28,28,28,29,28,29,29,31,28,28,29,30,29,29,31,29,28,27,29,32,29,30,32,31,31,30,28,31,32,30,32,32,30,33,34,33,33,32,33,35,28,30,32,32,31,32,29,29
French Polynesia,France,-17.6797,149.4068,29,29,29,28,28,28,28,28,29,28,28,28,28,28,29,29,29,30,30,30,30,30,30,30,29,29,30,29,29,30,29,29,29,30,30,29,30,30,30,30,30,31,31,31,31,32,32,31,31,31,31,31,31,31,30,29,30,31,31,30,30,30,30,30,30,30,30,30,30,31,28,28,30,28,29,28,28,28,28,29,29,28,29,29,28,27
Guadeloupe,France,16.25,-61.5833,30,30,29,29,28,28,29,29,29,29,28,28,28,28,28,28,29,29,28,28,29,28,28,29,29,29,29,29,29,30,29,30,29,29,29,28,29,29,29,29,28,29,28,29,28,28,28,28,28,28,28,28,29,29,29,29,29,28,28,29,29,28,28,29,29,28,29,29,29,29,29,29,29,29,29,28,29,29,29,29,28,28,27,27,28,28
Mayotte,France,-12.8275,45.1662,28,29,29,29,28,29,28,28,28,28,28,28,28,28,28,28,27,28,29,28,29,28,27,27,27,28,28,28,29,28,28,28,28,28,28,28,28,28,28,28,29,29,29,28,28,29,29,29,29,29,29,29,28,28,29,28,29,28,29,28,29,28,29,29,29,29,28,28,29,29,29,29,28,29,29,29,29,28,28,29,28,29,29,29,29,29
New Caledonia,France,-20.9043,165.618,26,26,26,26,27,27,26,27,27,26,26,26,27,26,27,27,27,27,27,26,27,27,27,27,27,27,28,27,27,27,28,28,28,28,28,28,28,29,28,28,27,28,29,29,29,29,28,28,28,27,28,28,28,28,28,28,27,27,28,28,28,27,29,28,29,29,28,29,29,29,29,29,29,29,30,30,28,28,27,27,27,27,27,27,27,27
Reunion,France,-21.1351,55.2471,28,28,27,26,26,28,28,29,28,27,27,28,28,29,29,29,29,29,29,30,27,28,29,28,27,27,27,26,27,27,28,28,28,29,29,28,29,28,28,28,27,29,30,30,29,29,28,27,28,27,28,27,27,28,28,29,29,29,29,29,29,28,29,28,29,29,28,28,29,30,28,29,27,28,28,28,28,28,27,27,27,28,28,28,27,28
Saint Barthelemy,France,17.9,-62.8333,27,28,27,27,27,27,27,27,27,27,27,27,27,26,26,27,27,27,26,26,26,26,27,26,27,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,26,26,27,27,26,26,26,27,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,26,27,27,27,27,26,26,26,27,26,27
St Martin,France,18.0708,-63.0501,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,24,25,25,25,25,25,25,25,26,25,25,26,26,26,26,26,25,26,26,26,26,25,25,25,25,25,26,25,25,25,25,25,25,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,25,25,26,25,25,25,25,25,25,25,25
Martinique,France,14.6415,-61.0242,29,29,29,28,29,29,29,29,29,29,28,28,28,27,28,28,28,29,28,28,29,29,28,29,29,29,28,29,29,29,29,29,29,29,28,28,28,29,29,28,29,28,28,28,28,27,28,28,28,28,27,27,28,29,29,28,29,28,29,28,28,28,28,28,28,28,28,29,28,28,28,28,28,28,28,28,28,28,28,29,28,28,28,29,28,27
,France,46.2276,2.2137,10,10,10,7,7,12,9,12,12,7,8,8,13,13,14,16,9,8,5,5,9,10,9,14,14,10,8,6,9,11,13,12,13,15,7,8,9,15,14,14,12,9,10,11,12,16,19,10,10,11,13,11,15,17,18,9,6,10,11,12,9,7,5,7,10,6,7,11,9,11,15,13,12,13,19,13,17,19,21,19,17,14,16,14,13,10
,Gabon,-0.8037,11.6094,31,28,29,30,30,31,31,29,28,28,32,30,32,31,31,28,28,29,31,30,31,31,32,30,32,30,31,32,29,29,29,31,29,27,30,31,29,30,29,28,31,28,31,28,32,33,29,29,30,30,33,29,29,28,30,32,27,32,30,28,31,33,32,31,31,29,24,33,32,31,30,30,32,31,30,30,31,29,29,25,30,31,29,32,28,28
,Gambia,13.4432,-15.3101,35,35,35,34,33,32,32,33,33,34,35,35,35,35,34,36,36,37,37,37,36,35,35,37,39,38,39,39,39,39,40,41,38,38,39,39,39,38,38,38,38,39,40,39,40,39,40,40,40,40,40,40,39,36,41,41,41,41,41,40,41,41,41,42,42,42,41,41,41,41,41,42,41,40,40,40,39,39,38,40,41,41,37,36,38,39
,Georgia,42.3154,43.3569,5,5,8,8,9,10,10,11,5,4,4,5,5,8,7,9,8,7,7,8,5,3,4,2,3,7,8,9,10,11,7,5,5,6,4,7,13,5,1,0,2,3,5,4,3,5,8,7,9,12,10,12,13,7,13,5,10,15,16,14,6,12,15,19,19,19,17,19,20,20,21,19,19,12,16,5,6,7,13,11,12,14,18,17,17,17
,Germany,51.0,9.0,1,0,6,5,4,3,5,5,9,7,5,4,5,7,11,9,7,4,4,3,3,2,3,1,2,3,5,4,4,7,11,9,11,8,5,6,5,6,3,9,6,5,5,3,7,8,13,9,5,5,7,6,10,10,9,7,4,2,5,11,8,9,6,7,5,4,6,8,9,10,11,9,8,8,12,15,14,15,16,10,6,6,8,9,9,9
,Ghana,7.9465,-1.0232,36,35,34,34,36,36,36,37,38,38,36,37,38,36,37,38,38,37,36,37,37,37,37,37,37,37,37,37,38,39,38,38,37,37,37,37,37,38,39,39,39,39,37,37,38,38,39,40,40,40,39,38,40,40,40,39,40,40,40,41,42,40,39,38,39,38,39,38,37,38,38,40,38,35,39,39,39,38,39,36,35,38,33,33,33,37
,Greece,39.0742,21.8243,8,4,7,12,4,2,3,4,7,11,11,7,9,10,8,10,8,8,6,5,7,12,12,10,11,13,7,10,11,11,11,14,12,13,13,5,3,6,6,10,9,12,14,13,8,6,7,12,16,13,9,8,5,13,18,17,13,7,7,12,12,15,16,11,11,12,16,11,10,11,12,16,22,20,13,4,13,13,14,17,19,15,7,10,5,5
,Guatemala,15.7835,-90.2308,26,29,30,32,23,21,24,24,22,25,28,29,27,27,26,27,26,24,25,27,24,19,23,27,28,28,28,29,29,29,28,30,25,23,27,30,32,33,28,29,29,28,29,30,31,28,26,27,28,29,29,29,29,25,26,30,34,30,19,21,23,28,32,34,34,32,20,21,22,26,28,28,29,30,31,29,29,29,30,30,31,30,28,30,32,33
,Guinea,9.9456,-9.6966,34,33,32,31,32,33,34,35,35,36,34,35,35,35,34,36,36,36,36,37,37,34,36,36,37,36,36,36,37,37,37,38,36,36,36,36,36,36,36,36,36,36,36,37,37,37,38,38,38,39,39,38,39,39,38,38,39,39,38,38,40,38,39,39,39,39,39,39,39,37,37,39,39,39,38,38,38,38,38,40,40,38,31,36,34,35
,Guyana,5.0,-58.75,29,30,29,30,29,30,30,29,28,30,30,28,29,29,27,30,29,28,29,30,30,29,29,30,31,30,31,28,30,29,29,27,30,31,31,30,30,29,30,31,29,31,30,29,27,30,31,31,32,31,30,31,31,34,31,30,30,32,31,30,31,32,32,32,34,30,31,31,30,31,31,31,33,31,32,30,31,31,30,30,28,30,32,32,32,31
,Haiti,18.9712,-72.2852,29,29,31,31,31,30,31,31,30,31,31,31,31,31,29,31,31,30,30,31,32,31,29,28,30,29,29,30,29,30,29,31,32,30,29,29,30,31,33,31,32,32,31,32,32,32,30,31,31,31,32,32,28,28,27,28,31,32,31,32,31,24,29,29,32,33,30,30,24,26,28,28,28,30,30,30,29,30,29,30,30,30,31,31,30,32
,Holy See,41.9029,12.4534,13,14,13,14,16,12,11,14,14,14,14,15,14,15,15,14,14,13,13,14,15,16,16,15,16,15,15,14,17,17,15,15,17,19,18,13,14,15,16,15,15,18,18,16,18,19,18,17,16,15,17,17,18,17,18,17,16,15,18,16,17,17,13,16,15,15,15,17,15,17,19,19,18,16,18,18,19,19,20,19,19,19,15,12,14,12
,Honduras,15.2,-86.2419,24,24,27,27,26,21,20,23,22,23,25,25,26,25,25,25,23,24,24,23,22,19,19,24,24,23,25,26,28,26,26,29,27,21,24,26,27,29,28,27,26,27,27,27,28,27,24,27,27,28,29,27,23,24,22,29,30,31,24,21,19,24,27,28,29,31,27,24,23,22,23,24,23,27,28,28,27,27,27,28,29,26,26,27,28,30
,Hungary,47.1625,19.5033,5,3,1,6,4,2,2,0,2,3,6,3,3,3,4,4,2,1,1,3,3,1,5,2,1,2,5,7,5,6,11,15,13,11,9,8,5,8,5,9,13,9,9,10,10,9,12,14,12,11,10,8,11,14,11,17,8,9,7,10,12,14,14,7,10,7,11,10,12,14,14,20,12,12,10,13,16,19,20,21,16,7,1,6,6,14
,Iceland,64.9631,-19.0208,-1,-9,-14,1,-1,-1,-2,-5,-7,1,-1,-12,-6,-1,-3,-2,-6,-8,2,-2,-2,2,-6,-7,-3,-2,-3,-8,-7,-3,-4,-9,-8,-5,0,2,3,2,-3,-7,-1,-7,-10,-12,0,-3,-3,-2,-2,-3,-1,-3,-6,-5,-2,-6,-8,-10,-3,-2,-2,-3,-3,-5,-9,-8,-8,-7,-9,-3,-2,-9,-5,-9,-5,0,-3,-4,-7,0,-2,1,-1,-3,-1,-3
